date,geoRegion,location,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202116,AG,hospital,0,location,685845,4,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202117,AG,hospital,1,location,685845,5,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202118,AG,hospital,0,location,685845,5,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202119,AG,hospital,0,location,685845,5,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202120,AG,hospital,1,location,685845,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202121,AG,hospital,0,location,685845,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202122,AG,hospital,0,location,685845,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202123,AG,hospital,0,location,685845,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202124,AG,hospital,0,location,685845,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202125,AG,hospital,0,location,685845,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202126,AG,hospital,0,location,685845,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202127,AG,hospital,1,location,685845,7,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202128,AG,hospital,0,location,685845,7,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202129,AG,hospital,0,location,685845,7,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202130,AG,hospital,0,location,685845,7,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202131,AG,hospital,0,location,685845,7,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202132,AG,hospital,0,location,685845,7,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202133,AG,hospital,4,location,685845,11,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202134,AG,hospital,0,location,685845,11,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202135,AG,hospital,0,location,685845,11,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202136,AG,hospital,0,location,685845,11,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202137,AG,hospital,0,location,685845,11,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202138,AG,hospital,0,location,685845,11,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202139,AG,hospital,0,location,685845,11,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202140,AG,hospital,1,location,685845,12,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202052,AG,other,0,location,685845,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202053,AG,other,0,location,685845,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202101,AG,other,1,location,685845,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202102,AG,other,1,location,685845,2,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202103,AG,other,5,location,685845,7,NA,0.001,0.1,0.1,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202104,AG,other,3,location,685845,10,NA,0,0,0.1,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202105,AG,other,10,location,685845,20,NA,0.001,0.1,0.1,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202106,AG,other,4,location,685845,24,NA,0.001,0.1,0.1,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202107,AG,other,22,location,685845,46,NA,0.002,0.2,0.1,0,0.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202108,AG,other,9,location,685845,55,NA,0.001,0.1,0.1,0,0.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202109,AG,other,45,location,685845,100,NA,0.003,0.3,0.1,0.01,0.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202110,AG,other,15,location,685845,115,NA,0.001,0.1,0.1,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202111,AG,other,0,location,685845,115,NA,0,0,0.1,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202112,AG,other,1,location,685845,116,NA,0,0,0.1,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202113,AG,other,0,location,685845,116,NA,0,0,0.1,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202114,AG,other,0,location,685845,116,NA,0,0,0.1,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202115,AG,other,0,location,685845,116,NA,0,0,0.1,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202116,AG,other,0,location,685845,116,NA,0,0,0.1,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202117,AG,other,0,location,685845,116,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202118,AG,other,0,location,685845,116,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202119,AG,other,1,location,685845,117,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202120,AG,other,0,location,685845,117,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202121,AG,other,0,location,685845,117,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202122,AG,other,0,location,685845,117,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202123,AG,other,0,location,685845,117,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202124,AG,other,0,location,685845,117,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202125,AG,other,1,location,685845,118,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202126,AG,other,105,location,685845,223,NA,0.003,0.3,0,0.02,0.03,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202127,AG,other,118,location,685845,341,NA,0.003,0.3,0.1,0.02,0.05,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202128,AG,other,41,location,685845,382,NA,0.001,0.1,0.1,0.01,0.06,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202129,AG,other,25,location,685845,407,NA,0.001,0.1,0.1,0,0.06,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202130,AG,other,102,location,685845,509,NA,0.007,0.7000000000000001,0.1,0.01,0.07,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202131,AG,other,117,location,685845,626,NA,0.009,0.8999999999999999,0.1,0.02,0.09,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202132,AG,other,29,location,685845,655,NA,0.003,0.3,0.1,0,0.1,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202133,AG,other,174,location,685845,829,NA,0.014,1.4000000000000001,0.1,0.03,0.12,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202134,AG,other,366,location,685845,1195,NA,0.024,2.4,0.2,0.05,0.17,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202135,AG,other,617,location,685845,1812,NA,0.042,4.2,0.2,0.09,0.26,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202136,AG,other,643,location,685845,2455,NA,0.037,3.6999999999999997,0.3,0.09,0.36,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202137,AG,other,808,location,685845,3263,NA,0.042,4.2,0.4,0.12,0.48,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202138,AG,other,770,location,685845,4033,NA,0.047,4.7,0.5,0.11,0.59,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202139,AG,other,665,location,685845,4698,NA,0.046,4.6,0.6,0.1,0.68,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202140,AG,other,25,location,685845,4723,NA,0.002,0.2,0.6,0,0.69,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202052,AI,vaccination_centre,45,location,16128,45,NA,1,100,100,0.28,0.28,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202053,AI,vaccination_centre,0,location,16128,45,NA,NA,NA,100,0,0.28,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202101,AI,vaccination_centre,197,location,16128,242,NA,0.56,56.00000000000001,61,1.22,1.5,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202102,AI,vaccination_centre,80,location,16128,322,NA,0.412,41.199999999999996,54.50000000000001,0.5,2,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202103,AI,vaccination_centre,150,location,16128,472,NA,0.419,41.9,49.7,0.93,2.93,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202104,AI,vaccination_centre,73,location,16128,545,NA,0.42,42,48.5,0.45,3.38,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202105,AI,vaccination_centre,209,location,16128,754,NA,0.649,64.9,52.2,1.3,4.68,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202106,AI,vaccination_centre,105,location,16128,859,NA,0.355,35.5,49.3,0.65,5.33,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202107,AI,vaccination_centre,181,location,16128,1040,NA,0.448,44.800000000000004,48.5,1.12,6.45,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202108,AI,vaccination_centre,54,location,16128,1094,NA,0.5,50,48.6,0.33,6.78,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202109,AI,vaccination_centre,0,location,16128,1094,NA,0,0,47,0,6.78,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202110,AI,vaccination_centre,22,location,16128,1116,NA,0.208,20.8,45.9,0.14,6.92,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202111,AI,vaccination_centre,0,location,16128,1116,NA,0,0,45.4,0,6.92,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202112,AI,vaccination_centre,155,location,16128,1271,NA,0.461,46.1,45.5,0.96,7.88,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202113,AI,vaccination_centre,165,location,16128,1436,NA,0.25,25,41.6,1.02,8.9,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202114,AI,vaccination_centre,76,location,16128,1512,NA,0.241,24.099999999999998,40.1,0.47,9.38,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202115,AI,vaccination_centre,32,location,16128,1544,NA,0.305,30.5,39.900000000000006,0.2,9.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202116,AI,vaccination_centre,189,location,16128,1733,NA,0.292,29.2,38.3,1.17,10.75,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202117,AI,vaccination_centre,268,location,16128,2001,NA,0.243,24.3,35.6,1.66,12.41,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202118,AI,vaccination_centre,235,location,16128,2236,NA,0.335,33.5,35.4,1.46,13.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202119,AI,vaccination_centre,191,location,16128,2427,NA,0.385,38.5,35.6,1.18,15.05,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202120,AI,vaccination_centre,290,location,16128,2717,NA,0.369,36.9,35.699999999999996,1.8,16.85,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202121,AI,vaccination_centre,409,location,16128,3126,NA,0.347,34.699999999999996,35.6,2.54,19.38,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202122,AI,vaccination_centre,746,location,16128,3872,NA,0.644,64.4,39,4.63,24.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202123,AI,vaccination_centre,377,location,16128,4249,NA,0.546,54.6,40,2.34,26.35,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202124,AI,vaccination_centre,220,location,16128,4469,NA,0.468,46.800000000000004,40.300000000000004,1.36,27.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202125,AI,vaccination_centre,427,location,16128,4896,NA,0.558,55.800000000000004,41.3,2.65,30.36,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202126,AI,vaccination_centre,630,location,16128,5526,NA,0.765,76.5,43.5,3.91,34.26,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202127,AI,vaccination_centre,303,location,16128,5829,NA,0.856,85.6,44.7,1.88,36.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202128,AI,vaccination_centre,184,location,16128,6013,NA,0.8,80,45.300000000000004,1.14,37.28,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202129,AI,vaccination_centre,112,location,16128,6125,NA,0.836,83.6,45.7,0.69,37.98,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202130,AI,vaccination_centre,143,location,16128,6268,NA,0.96,96,46.2,0.89,38.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202131,AI,vaccination_centre,160,location,16128,6428,NA,1,100,46.9,0.99,39.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202132,AI,vaccination_centre,181,location,16128,6609,NA,0.995,99.5,47.599999999999994,1.12,40.98,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202133,AI,vaccination_centre,182,location,16128,6791,NA,1,100,48.199999999999996,1.13,42.11,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202134,AI,vaccination_centre,326,location,16128,7117,NA,1,100,49.4,2.02,44.13,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202135,AI,vaccination_centre,320,location,16128,7437,NA,1,100,50.5,1.98,46.11,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202136,AI,vaccination_centre,315,location,16128,7752,NA,1,100,51.5,1.95,48.07,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202137,AI,vaccination_centre,449,location,16128,8201,NA,0.863,86.3,52.7,2.78,50.85,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202138,AI,vaccination_centre,264,location,16128,8465,NA,0.838,83.8,53.300000000000004,1.64,52.49,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202139,AI,vaccination_centre,333,location,16128,8798,NA,0.988,98.8,54.300000000000004,2.06,54.55,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202140,AI,vaccination_centre,308,location,16128,9106,NA,1,100,55.1,1.91,56.46,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202052,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202053,AI,nursing_home,0,location,16128,0,NA,NA,NA,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202101,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202102,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202103,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202104,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202105,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202106,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202107,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202108,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202109,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202110,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202111,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202112,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202113,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202114,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202115,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202116,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202117,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202118,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202119,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202120,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202121,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202122,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202123,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202124,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202125,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202126,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202127,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202128,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202129,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202130,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202131,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202132,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202133,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202134,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202135,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202136,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202137,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202138,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202139,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202140,AI,nursing_home,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202052,AI,medical_practice,0,location,16128,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202053,AI,medical_practice,0,location,16128,0,NA,NA,NA,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202101,AI,medical_practice,155,location,16128,155,NA,0.44,44,39,0.96,0.96,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202102,AI,medical_practice,113,location,16128,268,NA,0.582,58.199999999999996,45.300000000000004,0.7,1.66,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202103,AI,medical_practice,208,location,16128,476,NA,0.581,58.099999999999994,50.2,1.29,2.95,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202104,AI,medical_practice,101,location,16128,577,NA,0.58,57.99999999999999,51.4,0.63,3.58,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202105,AI,medical_practice,113,location,16128,690,NA,0.351,35.099999999999994,47.8,0.7,4.28,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202106,AI,medical_practice,191,location,16128,881,NA,0.645,64.5,50.6,1.18,5.46,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202107,AI,medical_practice,222,location,16128,1103,NA,0.55,55.00000000000001,51.4,1.38,6.84,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202108,AI,medical_practice,54,location,16128,1157,NA,0.5,50,51.4,0.33,7.17,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202109,AI,medical_practice,75,location,16128,1232,NA,1,100,52.900000000000006,0.47,7.64,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202110,AI,medical_practice,84,location,16128,1316,NA,0.792,79.2,54.1,0.52,8.16,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
