date,altersklasse_covid19,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,geoRegion,type,type_variant,vaccine,data_completeness,version
202108,50 - 59,partially_vaccinated,1,4,30858,3.24,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,50 - 59,not_vaccinated,17,85,1244944,1.37,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,50 - 59,unknown,1094,5825,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,60 - 69,fully_vaccinated,0,2,23587,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,60 - 69,partially_vaccinated,0,6,32216,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,60 - 69,not_vaccinated,33,124,896967,3.68,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,60 - 69,unknown,604,3232,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,70 - 79,fully_vaccinated,2,6,77750,2.57,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,70 - 79,partially_vaccinated,7,21,77309,9.05,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,70 - 79,not_vaccinated,24,129,569844,4.21,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,70 - 79,unknown,360,1827,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,80+,fully_vaccinated,8,15,107401,7.45,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,80+,partially_vaccinated,13,77,98318,13.22,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,80+,not_vaccinated,38,240,249479,15.23,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,80+,unknown,264,1768,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202108,Unbekannt,unknown,0,3,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202109,0 - 9,fully_vaccinated,0,0,24,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
202109,0 - 9,partially_vaccinated,0,0,14,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-10-11_08-00-56
