date,geoRegion,altersklasse_covid19,entries,type_variant,age_group_type,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202135,AG,30 - 39,2941,altersklasse_covid19,age_group_AKL10,97368,100643,3.02,103.36,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.198,19.8
202136,AG,30 - 39,3657,altersklasse_covid19,age_group_AKL10,97368,104300,3.76,107.12,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.212,21.2
202137,AG,30 - 39,4095,altersklasse_covid19,age_group_AKL10,97368,108395,4.21,111.33,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.213,21.3
202138,AG,30 - 39,3402,altersklasse_covid19,age_group_AKL10,97368,111797,3.49,114.82,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.21,21
202139,AG,30 - 39,3155,altersklasse_covid19,age_group_AKL10,97368,114952,3.24,118.06,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.216,21.6
202140,AG,30 - 39,3118,altersklasse_covid19,age_group_AKL10,97368,118070,3.2,121.26,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.231,23.1
202052,AG,40 - 49,0,altersklasse_covid19,age_group_AKL10,94902,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202053,AG,40 - 49,59,altersklasse_covid19,age_group_AKL10,94902,59,0.06,0.06,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.242,24.2
202101,AG,40 - 49,113,altersklasse_covid19,age_group_AKL10,94902,172,0.12,0.18,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.045,4.5
202102,AG,40 - 49,207,altersklasse_covid19,age_group_AKL10,94902,379,0.22,0.4,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.059,5.8999999999999995
202103,AG,40 - 49,323,altersklasse_covid19,age_group_AKL10,94902,702,0.34,0.74,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.052,5.2
202104,AG,40 - 49,383,altersklasse_covid19,age_group_AKL10,94902,1085,0.4,1.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.061,6.1
202105,AG,40 - 49,585,altersklasse_covid19,age_group_AKL10,94902,1670,0.62,1.76,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.068,6.800000000000001
202106,AG,40 - 49,663,altersklasse_covid19,age_group_AKL10,94902,2333,0.7,2.46,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.086,8.6
202107,AG,40 - 49,786,altersklasse_covid19,age_group_AKL10,94902,3119,0.83,3.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.071,7.1
202108,AG,40 - 49,848,altersklasse_covid19,age_group_AKL10,94902,3967,0.89,4.18,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.057,5.7
202109,AG,40 - 49,812,altersklasse_covid19,age_group_AKL10,94902,4779,0.86,5.04,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.059,5.8999999999999995
202110,AG,40 - 49,947,altersklasse_covid19,age_group_AKL10,94902,5726,1,6.03,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.07,7.000000000000001
202111,AG,40 - 49,818,altersklasse_covid19,age_group_AKL10,94902,6544,0.86,6.9,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.077,7.7
202112,AG,40 - 49,837,altersklasse_covid19,age_group_AKL10,94902,7381,0.88,7.78,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.051,5.1
202113,AG,40 - 49,579,altersklasse_covid19,age_group_AKL10,94902,7960,0.61,8.39,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.037,3.6999999999999997
202114,AG,40 - 49,965,altersklasse_covid19,age_group_AKL10,94902,8925,1.02,9.4,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.046,4.6
202115,AG,40 - 49,1957,altersklasse_covid19,age_group_AKL10,94902,10882,2.06,11.47,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.078,7.8
202116,AG,40 - 49,2726,altersklasse_covid19,age_group_AKL10,94902,13608,2.87,14.34,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.091,9.1
202117,AG,40 - 49,2777,altersklasse_covid19,age_group_AKL10,94902,16385,2.93,17.27,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.111,11.1
202118,AG,40 - 49,4187,altersklasse_covid19,age_group_AKL10,94902,20572,4.41,21.68,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.121,12.1
202119,AG,40 - 49,4482,altersklasse_covid19,age_group_AKL10,94902,25054,4.72,26.4,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.137,13.700000000000001
202120,AG,40 - 49,5526,altersklasse_covid19,age_group_AKL10,94902,30580,5.82,32.22,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.143,14.299999999999999
202121,AG,40 - 49,8164,altersklasse_covid19,age_group_AKL10,94902,38744,8.6,40.83,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.2,20
202122,AG,40 - 49,10409,altersklasse_covid19,age_group_AKL10,94902,49153,10.97,51.79,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.203,20.3
202123,AG,40 - 49,10576,altersklasse_covid19,age_group_AKL10,94902,59729,11.14,62.94,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.212,21.2
202124,AG,40 - 49,9144,altersklasse_covid19,age_group_AKL10,94902,68873,9.64,72.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.216,21.6
202125,AG,40 - 49,8052,altersklasse_covid19,age_group_AKL10,94902,76925,8.48,81.06,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.224,22.400000000000002
202126,AG,40 - 49,7438,altersklasse_covid19,age_group_AKL10,94902,84363,7.84,88.89,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.213,21.3
202127,AG,40 - 49,7750,altersklasse_covid19,age_group_AKL10,94902,92113,8.17,97.06,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.217,21.7
202128,AG,40 - 49,6103,altersklasse_covid19,age_group_AKL10,94902,98216,6.43,103.49,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.207,20.7
202129,AG,40 - 49,3806,altersklasse_covid19,age_group_AKL10,94902,102022,4.01,107.5,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.199,19.900000000000002
202130,AG,40 - 49,2509,altersklasse_covid19,age_group_AKL10,94902,104531,2.64,110.15,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.171,17.1
202131,AG,40 - 49,2160,altersklasse_covid19,age_group_AKL10,94902,106691,2.28,112.42,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.169,16.900000000000002
202132,AG,40 - 49,2043,altersklasse_covid19,age_group_AKL10,94902,108734,2.15,114.58,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.183,18.3
202133,AG,40 - 49,2140,altersklasse_covid19,age_group_AKL10,94902,110874,2.25,116.83,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.177,17.7
202134,AG,40 - 49,2719,altersklasse_covid19,age_group_AKL10,94902,113593,2.87,119.7,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.181,18.099999999999998
202135,AG,40 - 49,2604,altersklasse_covid19,age_group_AKL10,94902,116197,2.74,122.44,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.176,17.599999999999998
202136,AG,40 - 49,3009,altersklasse_covid19,age_group_AKL10,94902,119206,3.17,125.61,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.175,17.5
202137,AG,40 - 49,3187,altersklasse_covid19,age_group_AKL10,94902,122393,3.36,128.97,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.165,16.5
202138,AG,40 - 49,2792,altersklasse_covid19,age_group_AKL10,94902,125185,2.94,131.91,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.172,17.2
202139,AG,40 - 49,2564,altersklasse_covid19,age_group_AKL10,94902,127749,2.7,134.61,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.175,17.5
202140,AG,40 - 49,2194,altersklasse_covid19,age_group_AKL10,94902,129943,2.31,136.92,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.162,16.2
202052,AG,50 - 59,0,altersklasse_covid19,age_group_AKL10,106964,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202053,AG,50 - 59,64,altersklasse_covid19,age_group_AKL10,106964,64,0.06,0.06,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.262,26.200000000000003
202101,AG,50 - 59,157,altersklasse_covid19,age_group_AKL10,106964,221,0.15,0.21,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.062,6.2
202102,AG,50 - 59,293,altersklasse_covid19,age_group_AKL10,106964,514,0.27,0.48,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.084,8.4
202103,AG,50 - 59,527,altersklasse_covid19,age_group_AKL10,106964,1041,0.49,0.97,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.085,8.5
202104,AG,50 - 59,627,altersklasse_covid19,age_group_AKL10,106964,1668,0.59,1.56,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.099,9.9
202105,AG,50 - 59,971,altersklasse_covid19,age_group_AKL10,106964,2639,0.91,2.47,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.112,11.200000000000001
202106,AG,50 - 59,998,altersklasse_covid19,age_group_AKL10,106964,3637,0.93,3.4,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.129,12.9
202107,AG,50 - 59,1229,altersklasse_covid19,age_group_AKL10,106964,4866,1.15,4.55,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.111,11.1
202108,AG,50 - 59,1424,altersklasse_covid19,age_group_AKL10,106964,6290,1.33,5.88,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.096,9.6
202109,AG,50 - 59,1447,altersklasse_covid19,age_group_AKL10,106964,7737,1.35,7.23,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.105,10.5
202110,AG,50 - 59,1693,altersklasse_covid19,age_group_AKL10,106964,9430,1.58,8.82,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.125,12.5
202111,AG,50 - 59,1175,altersklasse_covid19,age_group_AKL10,106964,10605,1.1,9.91,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.111,11.1
202112,AG,50 - 59,1482,altersklasse_covid19,age_group_AKL10,106964,12087,1.39,11.3,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.09,9
202113,AG,50 - 59,1083,altersklasse_covid19,age_group_AKL10,106964,13170,1.01,12.31,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.069,6.9
202114,AG,50 - 59,1828,altersklasse_covid19,age_group_AKL10,106964,14998,1.71,14.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.088,8.799999999999999
202115,AG,50 - 59,3035,altersklasse_covid19,age_group_AKL10,106964,18033,2.84,16.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.121,12.1
202116,AG,50 - 59,5090,altersklasse_covid19,age_group_AKL10,106964,23123,4.76,21.62,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.17,17
202117,AG,50 - 59,4689,altersklasse_covid19,age_group_AKL10,106964,27812,4.38,26,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.188,18.8
202118,AG,50 - 59,6854,altersklasse_covid19,age_group_AKL10,106964,34666,6.41,32.41,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.198,19.8
202119,AG,50 - 59,6959,altersklasse_covid19,age_group_AKL10,106964,41625,6.51,38.91,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.213,21.3
202120,AG,50 - 59,8024,altersklasse_covid19,age_group_AKL10,106964,49649,7.5,46.42,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.208,20.8
202121,AG,50 - 59,10981,altersklasse_covid19,age_group_AKL10,106964,60630,10.27,56.68,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.268,26.8
202122,AG,50 - 59,13456,altersklasse_covid19,age_group_AKL10,106964,74086,12.58,69.26,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.262,26.200000000000003
202123,AG,50 - 59,13149,altersklasse_covid19,age_group_AKL10,106964,87235,12.29,81.56,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.264,26.400000000000002
202124,AG,50 - 59,10133,altersklasse_covid19,age_group_AKL10,106964,97368,9.47,91.03,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.24,24
202125,AG,50 - 59,8709,altersklasse_covid19,age_group_AKL10,106964,106077,8.14,99.17,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.242,24.2
202126,AG,50 - 59,8107,altersklasse_covid19,age_group_AKL10,106964,114184,7.58,106.75,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.232,23.200000000000003
202127,AG,50 - 59,8928,altersklasse_covid19,age_group_AKL10,106964,123112,8.35,115.1,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.25,25
202128,AG,50 - 59,6553,altersklasse_covid19,age_group_AKL10,106964,129665,6.13,121.22,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.222,22.2
202129,AG,50 - 59,3935,altersklasse_covid19,age_group_AKL10,106964,133600,3.68,124.9,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.206,20.599999999999998
202130,AG,50 - 59,2386,altersklasse_covid19,age_group_AKL10,106964,135986,2.23,127.13,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.162,16.2
202131,AG,50 - 59,2044,altersklasse_covid19,age_group_AKL10,106964,138030,1.91,129.04,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.16,16
202132,AG,50 - 59,1891,altersklasse_covid19,age_group_AKL10,106964,139921,1.77,130.81,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.169,16.900000000000002
202133,AG,50 - 59,2101,altersklasse_covid19,age_group_AKL10,106964,142022,1.96,132.78,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.174,17.4
202134,AG,50 - 59,2412,altersklasse_covid19,age_group_AKL10,106964,144434,2.25,135.03,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.16,16
202135,AG,50 - 59,2247,altersklasse_covid19,age_group_AKL10,106964,146681,2.1,137.13,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.152,15.2
202136,AG,50 - 59,2398,altersklasse_covid19,age_group_AKL10,106964,149079,2.24,139.37,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.139,13.900000000000002
202137,AG,50 - 59,2685,altersklasse_covid19,age_group_AKL10,106964,151764,2.51,141.88,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.139,13.900000000000002
202138,AG,50 - 59,2253,altersklasse_covid19,age_group_AKL10,106964,154017,2.11,143.99,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.139,13.900000000000002
202139,AG,50 - 59,2090,altersklasse_covid19,age_group_AKL10,106964,156107,1.95,145.94,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.143,14.299999999999999
202140,AG,50 - 59,1934,altersklasse_covid19,age_group_AKL10,106964,158041,1.81,147.75,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.143,14.299999999999999
202052,AG,60 - 69,0,altersklasse_covid19,age_group_AKL10,79161,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202053,AG,60 - 69,24,altersklasse_covid19,age_group_AKL10,79161,24,0.03,0.03,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.098,9.8
202101,AG,60 - 69,208,altersklasse_covid19,age_group_AKL10,79161,232,0.26,0.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.082,8.200000000000001
202102,AG,60 - 69,287,altersklasse_covid19,age_group_AKL10,79161,519,0.36,0.66,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.082,8.200000000000001
202103,AG,60 - 69,537,altersklasse_covid19,age_group_AKL10,79161,1056,0.68,1.33,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.087,8.7
202104,AG,60 - 69,733,altersklasse_covid19,age_group_AKL10,79161,1789,0.93,2.26,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.116,11.600000000000001
202105,AG,60 - 69,1077,altersklasse_covid19,age_group_AKL10,79161,2866,1.36,3.62,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.124,12.4
202106,AG,60 - 69,974,altersklasse_covid19,age_group_AKL10,79161,3840,1.23,4.85,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.126,12.6
202107,AG,60 - 69,1275,altersklasse_covid19,age_group_AKL10,79161,5115,1.61,6.46,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.115,11.5
202108,AG,60 - 69,1820,altersklasse_covid19,age_group_AKL10,79161,6935,2.3,8.76,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.122,12.2
202109,AG,60 - 69,1804,altersklasse_covid19,age_group_AKL10,79161,8739,2.28,11.04,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.131,13.100000000000001
202110,AG,60 - 69,2074,altersklasse_covid19,age_group_AKL10,79161,10813,2.62,13.66,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.153,15.299999999999999
202111,AG,60 - 69,2104,altersklasse_covid19,age_group_AKL10,79161,12917,2.66,16.32,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.199,19.900000000000002
202112,AG,60 - 69,3109,altersklasse_covid19,age_group_AKL10,79161,16026,3.93,20.24,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.189,18.9
202113,AG,60 - 69,4167,altersklasse_covid19,age_group_AKL10,79161,20193,5.26,25.51,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.265,26.5
202114,AG,60 - 69,5398,altersklasse_covid19,age_group_AKL10,79161,25591,6.82,32.33,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.259,25.900000000000002
202115,AG,60 - 69,7480,altersklasse_covid19,age_group_AKL10,79161,33071,9.45,41.78,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.297,29.7
202116,AG,60 - 69,9185,altersklasse_covid19,age_group_AKL10,79161,42256,11.6,53.38,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.307,30.7
202117,AG,60 - 69,6778,altersklasse_covid19,age_group_AKL10,79161,49034,8.56,61.94,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.272,27.200000000000003
202118,AG,60 - 69,8673,altersklasse_covid19,age_group_AKL10,79161,57707,10.96,72.9,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.25,25
202119,AG,60 - 69,7737,altersklasse_covid19,age_group_AKL10,79161,65444,9.77,82.67,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.237,23.7
202120,AG,60 - 69,10242,altersklasse_covid19,age_group_AKL10,79161,75686,12.94,95.61,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.266,26.6
202121,AG,60 - 69,7880,altersklasse_covid19,age_group_AKL10,79161,83566,9.95,105.56,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.193,19.3
202122,AG,60 - 69,8756,altersklasse_covid19,age_group_AKL10,79161,92322,11.06,116.63,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.171,17.1
202123,AG,60 - 69,6965,altersklasse_covid19,age_group_AKL10,79161,99287,8.8,125.42,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.14,14.000000000000002
202124,AG,60 - 69,5049,altersklasse_covid19,age_group_AKL10,79161,104336,6.38,131.8,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.119,11.899999999999999
202125,AG,60 - 69,4369,altersklasse_covid19,age_group_AKL10,79161,108705,5.52,137.32,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.122,12.2
202126,AG,60 - 69,4141,altersklasse_covid19,age_group_AKL10,79161,112846,5.23,142.55,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.119,11.899999999999999
202127,AG,60 - 69,3985,altersklasse_covid19,age_group_AKL10,79161,116831,5.03,147.59,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.111,11.1
202128,AG,60 - 69,2633,altersklasse_covid19,age_group_AKL10,79161,119464,3.33,150.91,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.089,8.9
202129,AG,60 - 69,1530,altersklasse_covid19,age_group_AKL10,79161,120994,1.93,152.85,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.08,8
202130,AG,60 - 69,1125,altersklasse_covid19,age_group_AKL10,79161,122119,1.42,154.27,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.076,7.6
202131,AG,60 - 69,950,altersklasse_covid19,age_group_AKL10,79161,123069,1.2,155.47,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.074,7.3999999999999995
202132,AG,60 - 69,915,altersklasse_covid19,age_group_AKL10,79161,123984,1.16,156.62,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.082,8.200000000000001
202133,AG,60 - 69,1010,altersklasse_covid19,age_group_AKL10,79161,124994,1.28,157.9,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.084,8.4
202134,AG,60 - 69,1241,altersklasse_covid19,age_group_AKL10,79161,126235,1.57,159.47,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.082,8.200000000000001
202135,AG,60 - 69,1129,altersklasse_covid19,age_group_AKL10,79161,127364,1.43,160.89,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.076,7.6
202136,AG,60 - 69,1228,altersklasse_covid19,age_group_AKL10,79161,128592,1.55,162.44,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.071,7.1
202137,AG,60 - 69,1248,altersklasse_covid19,age_group_AKL10,79161,129840,1.58,164.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.065,6.5
202138,AG,60 - 69,1118,altersklasse_covid19,age_group_AKL10,79161,130958,1.41,165.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.069,6.9
202139,AG,60 - 69,1029,altersklasse_covid19,age_group_AKL10,79161,131987,1.3,166.73,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.07,7.000000000000001
202140,AG,60 - 69,1042,altersklasse_covid19,age_group_AKL10,79161,133029,1.32,168.05,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.077,7.7
202052,AG,70 - 79,0,altersklasse_covid19,age_group_AKL10,55576,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0,0
202053,AG,70 - 79,2,altersklasse_covid19,age_group_AKL10,55576,2,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.008,0.8
202101,AG,70 - 79,847,altersklasse_covid19,age_group_AKL10,55576,849,1.52,1.53,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.336,33.6
202102,AG,70 - 79,1031,altersklasse_covid19,age_group_AKL10,55576,1880,1.86,3.38,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed,0.295,29.5
